Term of Loan in Years|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50
09/09/2024|8.27|7.18|6.83|6.83|6.19|6.19|6.01|6.01|5.95|5.95|5.95|5.95|5.66|5.66|5.66|5.66|5.66|5.99|5.99|5.99|5.99|5.99|5.99|5.99|5.99|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32
09/16/2024|7.46|6.77|6.53|6.53|6.22|6.22|6.15|6.15|5.89|5.89|5.89|5.89|5.58|5.58|5.58|5.58|5.58|5.95|5.95|5.95|5.95|5.95|5.95|5.95|5.95|6.15|6.15|6.15|6.15|6.15|6.15|6.15|6.15|6.15|6.15|6.15|6.15|6.15|6.15|6.15|6.15|6.15|6.15|6.15|6.15|6.15|6.15|6.15|6.15|6.15
09/23/2024|7.04|6.46|6.26|6.26|6.06|6.06|6.06|6.06|5.8|5.8|5.8|5.8|5.33|5.33|5.33|5.33|5.33|5.85|5.85|5.85|5.85|5.85|5.85|5.85|5.85|6.04|6.04|6.04|6.04|6.04|6.04|6.04|6.04|6.04|6.04|6.04|6.04|6.04|6.04|6.04|6.04|6.04|6.04|6.04|6.04|6.04|6.04|6.04|6.04|6.04
09/30/2024|6.79|6.23|6.1|6.1|6.02|6.02|5.98|5.98|5.75|5.75|5.75|5.75|5.41|5.41|5.41|5.41|5.41|5.76|5.76|5.76|5.76|5.76|5.76|5.76|5.76|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1
10/07/2024|6.85|6.35|6.21|6.21|5.86|5.86|6.13|6.13|5.72|5.72|5.72|5.72|5.5|5.5|5.5|5.5|5.5|5.84|5.84|5.84|5.84|5.84|5.84|5.84|5.84|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12|6.12
10/14/2024|6.55|6.2|6.06|6.06|5.84|5.84|6.18|6.18|5.66|5.66|5.66|5.66|5.78|5.78|5.78|5.78|5.78|5.99|5.99|5.99|5.99|5.99|5.99|5.99|5.99|6.36|6.36|6.36|6.36|6.36|6.36|6.36|6.36|6.36|6.36|6.36|6.36|6.36|6.36|6.36|6.36|6.36|6.36|6.36|6.36|6.36|6.36|6.36|6.36|6.36
10/21/2024|6.54|6.2|6.08|6.08|5.87|5.87|6.17|6.17|5.77|5.77|5.77|5.77|5.88|5.88|5.88|5.88|5.88|6.27|6.27|6.27|6.27|6.27|6.27|6.27|6.27|6.4|6.4|6.4|6.4|6.4|6.4|6.4|6.4|6.4|6.4|6.4|6.4|6.4|6.4|6.4|6.4|6.4|6.4|6.4|6.4|6.4|6.4|6.4|6.4|6.4
10/28/2024|6.45|6.14|6.06|6.06|5.94|5.94|6.33|6.33|5.79|5.79|5.79|5.79|6.06|6.06|6.06|6.06|6.06|6.33|6.33|6.33|6.33|6.33|6.33|6.33|6.33|6.59|6.59|6.59|6.59|6.59|6.59|6.59|6.59|6.59|6.59|6.59|6.59|6.59|6.59|6.59|6.59|6.59|6.59|6.59|6.59|6.59|6.59|6.59|6.59|6.59
11/04/2024|6.66|6.34|6.26|6.26|6.05|6.05|6.32|6.32|5.99|5.99|5.99|5.99|6.18|6.18|6.18|6.18|6.18|6.45|6.45|6.45|6.45|6.45|6.45|6.45|6.45|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73
11/11/2024|6.92|6.63|6.47|6.47|6.11|6.11|6.38|6.38|6.2|6.2|6.2|6.2|6.18|6.18|6.18|6.18|6.18|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78|6.78
11/18/2024|6.91|6.63|6.51|6.51|6.18|6.18|6.28|6.28|6.23|6.23|6.23|6.23|6.28|6.28|6.28|6.28|6.28|6.67|6.67|6.67|6.67|6.67|6.67|6.67|6.67|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83
11/25/2024|7.07|6.75|6.62|6.62|6.24|6.24|6.23|6.23|6.39|6.39|6.39|6.39|6.28|6.28|6.28|6.28|6.28|6.64|6.64|6.64|6.64|6.64|6.64|6.64|6.64|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88
12/02/2024|7.26|6.8|6.68|6.68|6.32|6.32|6.2|6.2|6.47|6.47|6.47|6.47|6.16|6.16|6.16|6.16|6.16|6.58|6.58|6.58|6.58|6.58|6.58|6.58|6.58|6.76|6.76|6.76|6.76|6.76|6.76|6.76|6.76|6.76|6.76|6.76|6.76|6.76|6.76|6.76|6.76|6.76|6.76|6.76|6.76|6.76|6.76|6.76|6.76|6.76
12/09/2024|7.12|6.83|6.72|6.72|6.32|6.32|6.23|6.23|6.47|6.47|6.47|6.47|6.08|6.08|6.08|6.08|6.08|6.39|6.39|6.39|6.39|6.39|6.39|6.39|6.39|6.69|6.69|6.69|6.69|6.69|6.69|6.69|6.69|6.69|6.69|6.69|6.69|6.69|6.69|6.69|6.69|6.69|6.69|6.69|6.69|6.69|6.69|6.69|6.69|6.69
12/16/2024|7.19|6.92|6.8|6.8|6.34|6.34|6.26|6.26|6.41|6.41|6.41|6.41|6.06|6.06|6.06|6.06|6.06|6.3|6.3|6.3|6.3|6.3|6.3|6.3|6.3|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63
12/23/2024|7.19|7.02|6.93|6.93|6.32|6.32|6.31|6.31|6.44|6.44|6.44|6.44|6.2|6.2|6.2|6.2|6.2|6.51|6.51|6.51|6.51|6.51|6.51|6.51|6.51|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77
12/30/2024|6.99|6.85|6.85|6.85|6.38|6.38|6.39|6.39|6.25|6.25|6.25|6.25|6.28|6.28|6.28|6.28|6.28|6.67|6.67|6.67|6.67|6.67|6.67|6.67|6.67|6.9|6.9|6.9|6.9|6.9|6.9|6.9|6.9|6.9|6.9|6.9|6.9|6.9|6.9|6.9|6.9|6.9|6.9|6.9|6.9|6.9|6.9|6.9|6.9|6.9
01/06/2025|6.69|6.62|6.6|6.6|6.31|6.31|6.42|6.42|6.19|6.19|6.19|6.19|6.35|6.35|6.35|6.35|6.35|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89
01/13/2025|6.66|6.58|6.54|6.54|6.39|6.39|6.24|6.24|6.23|6.23|6.23|6.23|6.39|6.39|6.39|6.39|6.39|6.79|6.79|6.79|6.79|6.79|6.79|6.79|6.79|6.98|6.98|6.98|6.98|6.98|6.98|6.98|6.98|6.98|6.98|6.98|6.98|6.98|6.98|6.98|6.98|6.98|6.98|6.98|6.98|6.98|6.98|6.98|6.98|6.98
01/20/2025|6.87|6.69|6.67|6.67|6.46|6.46|6.54|6.54|6.26|6.26|6.26|6.26|6.45|6.45|6.45|6.45|6.45|6.79|6.79|6.79|6.79|6.79|6.79|6.79|6.79|7.07|7.07|7.07|7.07|7.07|7.07|7.07|7.07|7.07|7.07|7.07|7.07|7.07|7.07|7.07|7.07|7.07|7.07|7.07|7.07|7.07|7.07|7.07|7.07|7.07
01/27/2025|6.54|6.52|6.53|6.53|6.46|6.46|6.36|6.36|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93
02/03/2025|6.65|6.56|6.58|6.58|6.44|6.44|6.32|6.32|6.4|6.4|6.4|6.4|6.22|6.22|6.22|6.22|6.22|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92
02/10/2025|6.68|6.61|6.6|6.6|6.46|6.46|6.34|6.34|6.32|6.32|6.32|6.32|6.25|6.25|6.25|6.25|6.25|6.6|6.6|6.6|6.6|6.6|6.6|6.6|6.6|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87
02/17/2025|6.77|6.7|6.67|6.67|6.42|6.42|6.29|6.29|6.4|6.4|6.4|6.4|6.29|6.29|6.29|6.29|6.29|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88
02/24/2025|6.76|6.67|6.65|6.65|6.33|6.33|6.24|6.24|6.29|6.29|6.29|6.29|6.23|6.23|6.23|6.23|6.23|6.6|6.6|6.6|6.6|6.6|6.6|6.6|6.6|6.85|6.85|6.85|6.85|6.85|6.85|6.85|6.85|6.85|6.85|6.85|6.85|6.85|6.85|6.85|6.85|6.85|6.85|6.85|6.85|6.85|6.85|6.85|6.85|6.85
03/03/2025|6.91|6.71|6.67|6.67|6.32|6.32|6.27|6.27|6.24|6.24|6.24|6.24|6.07|6.07|6.07|6.07|6.07|6.47|6.47|6.47|6.47|6.47|6.47|6.47|6.47|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73|6.73
03/10/2025|6.91|6.69|6.63|6.63|6.21|6.21|6.09|6.09|6.14|6.14|6.14|6.14|5.98|5.98|5.98|5.98|5.98|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62
03/17/2025|6.87|6.63|6.57|6.57|6.12|6.12|6.08|6.08|6.07|6.07|6.07|6.07|6.04|6.04|6.04|6.04|6.04|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65
03/24/2025|7|6.75|6.65|6.65|6.13|6.13|6.2|6.2|6|6|6|6|6.03|6.03|6.03|6.03|6.03|6.34|6.34|6.34|6.34|6.34|6.34|6.34|6.34|6.66|6.66|6.66|6.66|6.66|6.66|6.66|6.66|6.66|6.66|6.66|6.66|6.66|6.66|6.66|6.66|6.66|6.66|6.66|6.66|6.66|6.66|6.66|6.66|6.66
03/31/2025|7.29|6.85|6.74|6.74|6.13|6.13|6.19|6.19|6.01|6.01|6.01|6.01|6.05|6.05|6.05|6.05|6.05|6.34|6.34|6.34|6.34|6.34|6.34|6.34|6.34|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65|6.65
04/07/2025|7.54|6.99|6.84|6.84|6.09|6.09|6.1|6.1|5.94|5.94|5.94|5.94|5.93|5.93|5.93|5.93|5.93|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62|6.62
04/14/2025|6.96|6.59|6.5|6.5|6.12|6.12|6.09|6.09|5.95|5.95|5.95|5.95|6.08|6.08|6.08|6.08|6.08|6.23|6.23|6.23|6.23|6.23|6.23|6.23|6.23|6.7|6.7|6.7|6.7|6.7|6.7|6.7|6.7|6.7|6.7|6.7|6.7|6.7|6.7|6.7|6.7|6.7|6.7|6.7|6.7|6.7|6.7|6.7|6.7|6.7
04/21/2025|6.8|6.46|6.41|6.41|6.17|6.17|6.25|6.25|6.02|6.02|6.02|6.02|6.18|6.18|6.18|6.18|6.18|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.43|6.81|6.81|6.81|6.81|6.81|6.81|6.81|6.81|6.81|6.81|6.81|6.81|6.81|6.81|6.81|6.81|6.81|6.81|6.81|6.81|6.81|6.81|6.81|6.81|6.81
04/28/2025|7.03|6.49|6.43|6.43|6.21|6.21|6.27|6.27|6.03|6.03|6.03|6.03|6.18|6.18|6.18|6.18|6.18|6.44|6.44|6.44|6.44|6.44|6.44|6.44|6.44|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88
05/05/2025|6.67|6.29|6.24|6.24|6.21|6.21|6.11|6.11|6.02|6.02|6.02|6.02|6.01|6.01|6.01|6.01|6.01|6.34|6.34|6.34|6.34|6.34|6.34|6.34|6.34|6.74|6.74|6.74|6.74|6.74|6.74|6.74|6.74|6.74|6.74|6.74|6.74|6.74|6.74|6.74|6.74|6.74|6.74|6.74|6.74|6.74|6.74|6.74|6.74|6.74
05/12/2025|6.87|6.53|6.44|6.44|6.2|6.2|6.25|6.25|6.15|6.15|6.15|6.15|6.09|6.09|6.09|6.09|6.09|6.27|6.27|6.27|6.27|6.27|6.27|6.27|6.27|6.8|6.8|6.8|6.8|6.8|6.8|6.8|6.8|6.8|6.8|6.8|6.8|6.8|6.8|6.8|6.8|6.8|6.8|6.8|6.8|6.8|6.8|6.8|6.8|6.8
05/19/2025|6.56|6.31|6.25|6.25|6.19|6.19|6.39|6.39|6.14|6.14|6.14|6.14|6.16|6.16|6.16|6.16|6.16|6.38|6.38|6.38|6.38|6.38|6.38|6.38|6.38|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87|6.87
05/26/2025|6.63|6.35|6.29|6.29|6.18|6.18|6.28|6.28|6.2|6.2|6.2|6.2|6.17|6.17|6.17|6.17|6.17|6.48|6.48|6.48|6.48|6.48|6.48|6.48|6.48|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93|6.93
06/02/2025|6.94|6.56|6.5|6.5|6.16|6.16|6.31|6.31|6.25|6.25|6.25|6.25|6.14|6.14|6.14|6.14|6.14|6.51|6.51|6.51|6.51|6.51|6.51|6.51|6.51|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92|6.92
06/09/2025|6.78|6.46|6.38|6.38|6.19|6.19|6.19|6.19|6.21|6.21|6.21|6.21|6.14|6.14|6.14|6.14|6.14|6.48|6.48|6.48|6.48|6.48|6.48|6.48|6.48|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88|6.88
06/16/2025|6.68|6.45|6.36|6.36|6.2|6.2|6.05|6.05|6.23|6.23|6.23|6.23|6.18|6.18|6.18|6.18|6.18|6.4|6.4|6.4|6.4|6.4|6.4|6.4|6.4|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89|6.89
06/23/2025|6.6|6.35|6.28|6.28|6.19|6.19|6.17|6.17|6.11|6.11|6.11|6.11|6.09|6.09|6.09|6.09|6.09|6.34|6.34|6.34|6.34|6.34|6.34|6.34|6.34|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83|6.83
06/30/2025|6.5|6.21|6.17|6.17|6.16|6.16|6.03|6.03|6.09|6.09|6.09|6.09|6.08|6.08|6.08|6.08|6.08|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77|6.77
07/07/2025|6.6|6.26|6.2|6.2|6.1|6.1|5.94|5.94|6.01|6.01|6.01|6.01|5.91|5.91|5.91|5.91|5.91|6.2|6.2|6.2|6.2|6.2|6.2|6.2|6.2|6.67|6.67|6.67|6.67|6.67|6.67|6.67|6.67|6.67|6.67|6.67|6.67|6.67|6.67|6.67|6.67|6.67|6.67|6.67|6.67|6.67|6.67|6.67|6.67|6.67
07/14/2025|6.62|6.3|6.21|6.21|6.08|6.08|5.93|5.93|6|6|6|6|6|6|6|6|6|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.25|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75
07/21/2025|6.9|6.47|6.36|6.36|6.04|6.04|6.16|6.16|5.96|5.96|5.96|5.96|6.07|6.07|6.07|6.07|6.07|6.37|6.37|6.37|6.37|6.37|6.37|6.37|6.37|6.79|6.79|6.79|6.79|6.79|6.79|6.79|6.79|6.79|6.79|6.79|6.79|6.79|6.79|6.79|6.79|6.79|6.79|6.79|6.79|6.79|6.79|6.79|6.79|6.79
07/28/2025|7.12|6.54|6.36|6.36|6.04|6.04|5.91|5.91|5.97|5.97|5.97|5.97|6.04|6.04|6.04|6.04|6.04|6.34|6.34|6.34|6.34|6.34|6.34|6.34|6.34|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75
08/04/2025|7.31|6.66|6.46|6.46|6.06|6.06|6.04|6.04|6|6|6|6|6.02|6.02|6.02|6.02|6.02|6.37|6.37|6.37|6.37|6.37|6.37|6.37|6.37|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75|6.75
08/11/2025|7.39|6.71|6.48|6.48|6.06|6.06|5.82|5.82|5.97|5.97|5.97|5.97|5.85|5.85|5.85|5.85|5.85|6.29|6.29|6.29|6.29|6.29|6.29|6.29|6.29|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63
08/18/2025|6.52|6.22|6.14|6.14|6.05|6.05|5.96|5.96|5.92|5.92|5.92|5.92|5.9|5.9|5.9|5.9|5.9|6.14|6.14|6.14|6.14|6.14|6.14|6.14|6.14|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61|6.61
08/25/2025|7.13|6.65|6.5|6.5|6.03|6.03|5.87|5.87|5.94|5.94|5.94|5.94|5.91|5.91|5.91|5.91|5.91|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63|6.63
09/01/2025|6.71|6.37|6.31|6.31|6|6|5.72|5.72|5.9|5.9|5.9|5.9|5.85|5.85|5.85|5.85|5.85|6.2|6.2|6.2|6.2|6.2|6.2|6.2|6.2|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57|6.57
09/08/2025|6.78|6.45|6.36|6.36|5.97|5.97|5.64|5.64|5.83|5.83|5.83|5.83|5.78|5.78|5.78|5.78|5.78|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.1|6.54|6.54|6.54|6.54|6.54|6.54|6.54|6.54|6.54|6.54|6.54|6.54|6.54|6.54|6.54|6.54|6.54|6.54|6.54|6.54|6.54|6.54|6.54|6.54|6.54
09/15/2025|6.72|6.38|6.26|6.26|5.89|5.89|5.6|5.6|5.79|5.79|5.79|5.79|5.61|5.61|5.61|5.61|5.61|5.86|5.86|5.86|5.86|5.86|5.86|5.86|5.86|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32|6.32
09/22/2025|6.45|6.2|6.12|6.12|5.86|5.86|5.59|5.59|5.69|5.69|5.69|5.69|5.56|5.56|5.56|5.56|5.56|5.7|5.7|5.7|5.7|5.7|5.7|5.7|5.7|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22
09/29/2025|6.2|6.03|6|6|5.77|5.77|5.66|5.66|5.58|5.58|5.58|5.58|5.68|5.68|5.68|5.68|5.68|5.73|5.73|5.73|5.73|5.73|5.73|5.73|5.73|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31
10/06/2025|6.04|5.87|5.84|5.84|5.74|5.74|5.64|5.64|5.59|5.59|5.59|5.59|5.71|5.71|5.71|5.71|5.71|5.84|5.84|5.84|5.84|5.84|5.84|5.84|5.84|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31|6.31
10/13/2025|5.93|5.76|5.74|5.74|5.7|5.7|5.62|5.62|5.55|5.55|5.55|5.55|5.71|5.71|5.71|5.71|5.71|5.82|5.82|5.82|5.82|5.82|5.82|5.82|5.82|6.29|6.29|6.29|6.29|6.29|6.29|6.29|6.29|6.29|6.29|6.29|6.29|6.29|6.29|6.29|6.29|6.29|6.29|6.29|6.29|6.29|6.29|6.29|6.29|6.29
10/20/2025|5.92|5.74|5.71|5.71|5.71|5.71|5.48|5.48|5.59|5.59|5.59|5.59|5.64|5.64|5.64|5.64|5.64|5.76|5.76|5.76|5.76|5.76|5.76|5.76|5.76|6.24|6.24|6.24|6.24|6.24|6.24|6.24|6.24|6.24|6.24|6.24|6.24|6.24|6.24|6.24|6.24|6.24|6.24|6.24|6.24|6.24|6.24|6.24|6.24|6.24
10/27/2025|6.18|5.9|5.84|5.84|5.67|5.67|5.51|5.51|5.6|5.6|5.6|5.6|5.66|5.66|5.66|5.66|5.66|5.66|5.66|5.66|5.66|5.66|5.66|5.66|5.66|6.16|6.16|6.16|6.16|6.16|6.16|6.16|6.16|6.16|6.16|6.16|6.16|6.16|6.16|6.16|6.16|6.16|6.16|6.16|6.16|6.16|6.16|6.16|6.16|6.16
11/03/2025|6.22|5.91|5.85|5.85|5.63|5.63|5.5|5.5|5.58|5.58|5.58|5.58|5.56|5.56|5.56|5.56|5.56|5.64|5.64|5.64|5.64|5.64|5.64|5.64|5.64|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17|6.17
11/10/2025|6.28|5.94|5.87|5.87|5.67|5.67|5.42|5.42|5.66|5.66|5.66|5.66|5.64|5.64|5.64|5.64|5.64|5.77|5.77|5.77|5.77|5.77|5.77|5.77|5.77|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26
11/17/2025|6.3|5.96|5.86|5.86|5.69|5.69|5.44|5.44|5.69|5.69|5.69|5.69|5.68|5.68|5.68|5.68|5.68|5.89|5.89|5.89|5.89|5.89|5.89|5.89|5.89|6.23|6.23|6.23|6.23|6.23|6.23|6.23|6.23|6.23|6.23|6.23|6.23|6.23|6.23|6.23|6.23|6.23|6.23|6.23|6.23|6.23|6.23|6.23|6.23|6.23
11/24/2025|5.92|5.7|5.66|5.66|5.71|5.71|5.63|5.63|5.78|5.78|5.78|5.78|5.73|5.73|5.73|5.73|5.73|5.94|5.94|5.94|5.94|5.94|5.94|5.94|5.94|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26|6.26
12/01/2025|6.09|5.77|5.75|5.75|5.74|5.74|5.41|5.41|5.82|5.82|5.82|5.82|5.69|5.69|5.69|5.69|5.69|5.91|5.91|5.91|5.91|5.91|5.91|5.91|5.91|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19|6.19
12/08/2025|5.96|5.75|5.72|5.72|5.73|5.73|5.51|5.51|5.74|5.74|5.74|5.74|5.7|5.7|5.7|5.7|5.7|5.86|5.86|5.86|5.86|5.86|5.86|5.86|5.86|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22|6.22
12/15/2025|5.9|5.75|5.73|5.73|5.65|5.65|5.53|5.53|5.78|5.78|5.78|5.78|5.77|5.77|5.77|5.77|5.77|5.94|5.94|5.94|5.94|5.94|5.94|5.94|5.94|6.27|6.27|6.27|6.27|6.27|6.27|6.27|6.27|6.27|6.27|6.27|6.27|6.27|6.27|6.27|6.27|6.27|6.27|6.27|6.27|6.27|6.27|6.27|6.27|6.27
